Brand,Date,Expiry,Floor,Lease Start,Parent Group,Sales Category,Tcode,Unit,GLA,Rent
Guess,Oct 2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,20739
Guess,Sep 2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,19752
Guess,Sep 2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,20739
H & M,Apr 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Apr 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H & M,Aug 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Aug 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H & M,Dec 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Dec 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H & M,Feb 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,104640
H & M,Feb 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Jan 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,104640
H & M,Jan 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Jul 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Jul 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H & M,Jun 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Jun 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H & M,Mar 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,104640
H & M,Mar 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,May 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,May 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H & M,Nov 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Nov 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H & M,Oct 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Oct 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H & M,Sep 2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,109152
H & M,Sep 2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,113856
H&M Man,Apr 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Apr 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
H&M Man,Aug 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Aug 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
H&M Man,Dec 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Dec 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
H&M Man,Feb 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,36581
H&M Man,Feb 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Jan 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,36581
H&M Man,Jan 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Jul 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Jul 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
H&M Man,Jun 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Jun 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
H&M Man,Mar 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,36581
H&M Man,Mar 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,May 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,May 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
H&M Man,Nov 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Nov 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
H&M Man,Oct 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Oct 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
H&M Man,Sep 2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,38410
H&M Man,Sep 2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,28914
Jack Wills,Apr 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Apr 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Aug 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Aug 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Dec 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Dec 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Feb 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Feb 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Jan 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,35047
Jack Wills,Jan 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Jul 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Jul 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Jun 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Jun 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Mar 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Mar 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,May 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,May 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Nov 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Nov 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Oct 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Oct 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Sep 2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,Sep 2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jennyfer,Apr 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,19800
Jennyfer,Apr 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Aug 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Aug 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,22027
Jennyfer,Dec 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20857
Jennyfer,Dec 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,21998
Jennyfer,Feb 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,19800
Jennyfer,Feb 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Jan 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,19800
Jennyfer,Jan 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Jul 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Jul 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,22027
Jennyfer,Jun 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20915
Jennyfer,Jun 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,22056
Jennyfer,Mar 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,19800
Jennyfer,Mar 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,May 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,19800
Jennyfer,May 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Nov 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Nov 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,22027
Jennyfer,Oct 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Oct 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,22027
Jennyfer,Sep 2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,20886
Jennyfer,Sep 2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,22027
Lacoste,Apr 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23656
Lacoste,Apr 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24960
Lacoste,Aug 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,Aug 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24952
Lacoste,Dec 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,Dec 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24952
Lacoste,Feb 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,22407
Lacoste,Feb 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,Jan 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,22407
Lacoste,Jan 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,Jul 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23641
Lacoste,Jul 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24944
Lacoste,Jun 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,Jun 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24952
Lacoste,Mar 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,22407
Lacoste,Mar 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,May 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,May 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24952
Lacoste,Nov 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,Nov 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24952
Lacoste,Oct 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,Oct 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24952
Lacoste,Sep 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,23649
Lacoste,Sep 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,24952
Liu Jo,Apr 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9381
Liu Jo,Apr 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,11106
Liu Jo,Aug 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9353
Liu Jo,Aug 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10249
Liu Jo,Dec 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9353
Liu Jo,Dec 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10249
Liu Jo,Feb 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,8500
Liu Jo,Feb 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,5274
Liu Jo,Jan 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,8500
Liu Jo,Jan 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,5668
Liu Jo,Jul 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9326
Liu Jo,Jul 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10222
Liu Jo,Jun 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9353
Liu Jo,Jun 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10249
Liu Jo,Mar 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,8500
Liu Jo,Mar 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,16289
Liu Jo,May 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9353
Liu Jo,May 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10249
Liu Jo,Nov 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9353
Liu Jo,Nov 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10249
Liu Jo,Oct 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9353
Liu Jo,Oct 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10249
Liu Jo,Sep 2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9353
Liu Jo,Sep 2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10249
Max,Apr 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Apr 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
Max,Aug 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Aug 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
Max,Dec 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Dec 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
Max,Feb 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,55450
Max,Feb 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Jan 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,55450
Max,Jan 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Jul 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Jul 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
Max,Jun 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Jun 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
Max,Mar 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,55450
Max,Mar 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,May 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,May 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
Max,Nov 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Nov 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
Max,Oct 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Oct 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
Max,Sep 2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60838
Max,Sep 2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,60994
moustache,Apr 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Apr 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Aug 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Aug 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,34113
moustache,Dec 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Dec 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,23628
moustache,Feb 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Feb 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Jan 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Jan 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Jul 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Jul 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,28871
moustache,Jun 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Jun 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,962
moustache,Mar 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Mar 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,May 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,May 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Nov 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Nov 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,28871
moustache,Oct 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Oct 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,34113
moustache,Sep 2017,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,0
moustache,Sep 2018,6/29/2021,Ground Floor,6/30/2018,Others,Unisex Fashion,t0116385,L0-015,533,28871
Pepe Jeans,Apr 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,0
Pepe Jeans,Apr 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Aug 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Aug 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15881
Pepe Jeans,Dec 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Dec 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15881
Pepe Jeans,Feb 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,0
Pepe Jeans,Feb 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Jan 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,0
Pepe Jeans,Jan 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Jul 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Jul 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15881
Pepe Jeans,Jun 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Jun 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15881
Pepe Jeans,Mar 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,0
Pepe Jeans,Mar 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,May 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,14149
Pepe Jeans,May 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15881
Pepe Jeans,Nov 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Nov 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15881
Pepe Jeans,Oct 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Oct 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15881
Pepe Jeans,Sep 2017,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15125
Pepe Jeans,Sep 2018,5/2/2020,Ground Floor,5/2/2020,Others,Unisex Fashion,t0108408,L0-088,165,15881
RIVER WOODS,Apr 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11661
RIVER WOODS,Apr 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12446
RIVER WOODS,Aug 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,Aug 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12433
RIVER WOODS,Dec 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,Dec 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12433
RIVER WOODS,Feb 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,10900
RIVER WOODS,Feb 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,Jan 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,10900
RIVER WOODS,Jan 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,Jul 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11635
RIVER WOODS,Jul 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12420
