Brand,Date,Expiry,Floor,Lease Start,Parent Group,Sales Category,Tcode,Unit,GLA,Rent
Chick'n Flavor,Jun 2018,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
Chick'n Flavor,Mar 2017,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
Chick'n Flavor,Mar 2018,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
Chick'n Flavor,May 2017,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
Chick'n Flavor,May 2018,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
Chick'n Flavor,Nov 2017,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
Chick'n Flavor,Nov 2018,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,8250
Chick'n Flavor,Oct 2017,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
Chick'n Flavor,Oct 2018,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,8250
Chick'n Flavor,Sep 2017,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
Chick'n Flavor,Sep 2018,9/30/2021,Second Floor,10/1/2018,Others,Food Court,t0118103,L2-127,66,0
CHOPSTICKS,Apr 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19824
CHOPSTICKS,Apr 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17117
CHOPSTICKS,Aug 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Aug 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17783
CHOPSTICKS,Dec 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Dec 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17783
CHOPSTICKS,Feb 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,18817
CHOPSTICKS,Feb 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Jan 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,18798
CHOPSTICKS,Jan 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Jul 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Jul 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17783
CHOPSTICKS,Jun 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Jun 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17783
CHOPSTICKS,Mar 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,18817
CHOPSTICKS,Mar 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,May 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,May 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17783
CHOPSTICKS,Nov 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Nov 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17783
CHOPSTICKS,Oct 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Oct 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17783
CHOPSTICKS,Sep 2017,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,19726
CHOPSTICKS,Sep 2018,,Second Floor,4/4/2020,Others,Food Court,t0000759,L2-128,97,17783
Hardee's,Apr 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8250
Hardee's,Apr 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Aug 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Aug 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,9096
Hardee's,Dec 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Dec 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,9096
Hardee's,Feb 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8250
Hardee's,Feb 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Jan 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8250
Hardee's,Jan 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Jul 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Jul 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,9096
Hardee's,Jun 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Jun 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,9096
Hardee's,Mar 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8250
Hardee's,Mar 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,May 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,May 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,9096
Hardee's,Nov 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Nov 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,9096
Hardee's,Oct 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Oct 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,9096
Hardee's,Sep 2017,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,8663
Hardee's,Sep 2018,5/15/2021,Second Floor,5/16/2016,Others,Food Court,t0066953,L2-007,60,9096
KABAB-JI,Apr 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Apr 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
KABAB-JI,Aug 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Aug 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
KABAB-JI,Dec 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Dec 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
KABAB-JI,Feb 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,17934
KABAB-JI,Feb 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Jan 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,17934
KABAB-JI,Jan 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Jul 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Jul 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
KABAB-JI,Jun 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Jun 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
KABAB-JI,Mar 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,5434
KABAB-JI,Mar 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,May 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,May 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
KABAB-JI,Nov 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Nov 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
KABAB-JI,Oct 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Oct 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
KABAB-JI,Sep 2017,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,19170
KABAB-JI,Sep 2018,4/3/2021,Second Floor,4/4/2018,Others,Food Court,t0000699,L2-131,55,11458
Malak Al Tawouk,Apr 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12128
Malak Al Tawouk,Apr 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Aug 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Aug 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,13371
Malak Al Tawouk,Dec 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Dec 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,13371
Malak Al Tawouk,Feb 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12128
Malak Al Tawouk,Feb 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Jan 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12128
Malak Al Tawouk,Jan 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Jul 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Jul 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,13371
Malak Al Tawouk,Jun 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Jun 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,13371
Malak Al Tawouk,Mar 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12128
Malak Al Tawouk,Mar 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,May 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,May 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,13371
Malak Al Tawouk,Nov 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Nov 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,13371
Malak Al Tawouk,Oct 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Oct 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,13371
Malak Al Tawouk,Sep 2017,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,12734
Malak Al Tawouk,Sep 2018,,Second Floor,5/29/2020,Others,Food Court,t0021896,L2-009,63,13371
Steak & Cheese FACTORY,Apr 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,7293
Steak & Cheese FACTORY,Apr 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,733
Steak & Cheese FACTORY,Aug 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,Aug 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,0
Steak & Cheese FACTORY,Dec 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,Dec 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,0
Steak & Cheese FACTORY,Feb 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,9257
Steak & Cheese FACTORY,Feb 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,Jan 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,9224
Steak & Cheese FACTORY,Jan 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6847
Steak & Cheese FACTORY,Jul 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,Jul 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,0
Steak & Cheese FACTORY,Jun 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,Jun 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,0
Steak & Cheese FACTORY,Mar 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,9257
Steak & Cheese FACTORY,Mar 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,May 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,May 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,0
Steak & Cheese FACTORY,Nov 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,Nov 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,0
Steak & Cheese FACTORY,Oct 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,Oct 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,0
Steak & Cheese FACTORY,Sep 2017,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,6891
Steak & Cheese FACTORY,Sep 2018,4/3/2018,Second Floor,4/3/2018,Others,Food Court,t0000773,,63,0
Zaatar W Zeit,Apr 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Apr 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Zaatar W Zeit,Aug 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Aug 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Zaatar W Zeit,Dec 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Dec 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Zaatar W Zeit,Feb 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,12458
Zaatar W Zeit,Feb 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Jan 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,12458
Zaatar W Zeit,Jan 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Jul 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Jul 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Zaatar W Zeit,Jun 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Jun 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Zaatar W Zeit,Mar 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,12458
Zaatar W Zeit,Mar 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,May 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,May 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Zaatar W Zeit,Nov 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Nov 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Zaatar W Zeit,Oct 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Oct 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Zaatar W Zeit,Sep 2017,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13077
Zaatar W Zeit,Sep 2018,,Second Floor,4/4/2020,Others,Food Court,t0000731,L2-003,47,13756
Ana Ahwak by abdel wahab,Apr 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,52961
Ana Ahwak by abdel wahab,Apr 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Aug 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Aug 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,32958
Ana Ahwak by abdel wahab,Dec 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Dec 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,32958
Ana Ahwak by abdel wahab,Feb 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,52961
Ana Ahwak by abdel wahab,Feb 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Jan 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,52961
Ana Ahwak by abdel wahab,Jan 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Jul 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Jul 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,32958
Ana Ahwak by abdel wahab,Jun 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Jun 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,32958
Ana Ahwak by abdel wahab,Mar 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,52961
Ana Ahwak by abdel wahab,Mar 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,May 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,52961
Ana Ahwak by abdel wahab,May 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47276
Ana Ahwak by abdel wahab,Nov 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Nov 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,32958
Ana Ahwak by abdel wahab,Oct 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Oct 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,32958
Ana Ahwak by abdel wahab,Sep 2017,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,47277
Ana Ahwak by abdel wahab,Sep 2018,5/31/2021,Third Floor,6/1/2018,Others,Restaurants,t0000845,"L3-027, L3-027A, L3-027B ",565,32958
CREPAWAY,Apr 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,28337
CREPAWAY,Apr 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Aug 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Aug 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,24133
CREPAWAY,Dec 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Dec 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,24133
CREPAWAY,Feb 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,28337
CREPAWAY,Feb 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Jan 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,28337
CREPAWAY,Jan 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Jul 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Jul 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,24133
CREPAWAY,Jun 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30124
CREPAWAY,Jun 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,21578
CREPAWAY,Mar 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,28337
CREPAWAY,Mar 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,May 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,28337
CREPAWAY,May 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Nov 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Nov 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,24133
CREPAWAY,Oct 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Oct 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,24133
CREPAWAY,Sep 2017,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,30794
CREPAWAY,Sep 2018,,Third Floor,6/25/2019,Others,Restaurants,t0000827,"L3-081, L3-081A, L3-081B ",362,24133
Gigi,Apr 2017,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,7979
Gigi,Apr 2018,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,5250
Gigi,Aug 2017,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,5250
Gigi,Aug 2018,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,0
Gigi,Dec 2017,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,5250
Gigi,Dec 2018,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,0
Gigi,Feb 2017,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,7979
Gigi,Feb 2018,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,5250
Gigi,Jan 2017,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,7979
Gigi,Jan 2018,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,5250
Gigi,Jul 2017,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,5250
Gigi,Jul 2018,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,0
Gigi,Jun 2017,5/31/2018,Third Floor,5/31/2018,Others,Restaurants,t0000781,,240,5250
